strategy,fold,MAE,RMSE,R2,bias,pred_actual_mean_ratio,scale,year1_scale,year2_scale,window,fold_multiplier,w
ensemble_scale,C,926125.2174812615,1236211.5006449777,0.5089684420607705,-104378.68518254117,0.967198770331299,0.95,,,,,0.1
ensemble_scale,D,772261.7217889042,1047289.9607871973,0.6085091546316568,-520504.5469064384,0.837585510261746,0.95,,,,,0.1
ensemble_scale,C,937380.2190819471,1256354.5404244768,0.49283617029162563,-23384.500884689187,0.9926513695505438,0.975,,,,,0.1
ensemble_scale,D,745411.5733167809,1017304.2871993704,0.6306063040444687,-449865.4213066439,0.8596272342160024,0.975,,,,,0.1
ensemble_scale,C,952543.5738592322,1283359.8674567032,0.4707988811924585,57609.68341316283,1.0181039687697884,1.0,,,,,0.1
ensemble_scale,D,725766.0561397261,992968.4106785998,0.6480681317030799,-379226.29570684925,0.8816689581702591,1.0,,,,,0.1
ensemble_scale,C,973091.3171791134,1316805.34961959,0.4428565747632697,138603.8677110144,1.043556567989033,1.025,,,,,0.1
ensemble_scale,D,709379.9512736301,974705.6055649555,0.6608946376074896,-308587.17010705493,0.9037106821245154,1.025,,,,,0.1
ensemble_scale,C,998595.1429083182,1356214.6103806922,0.40900925100405816,219598.05200886683,1.0690091672082775,1.05,,,,,0.1
ensemble_scale,D,696615.2838768493,962861.5017211481,0.6690858217576983,-237948.0445072601,0.9257524060787721,1.05,,,,,0.1
ensemble_scale,C,1098029.8979180988,1433954.149967704,0.33931510810612,-943664.6670771481,0.7034513184286287,0.7,,,,,0.2
ensemble_scale,D,1259801.3597380822,1552898.698244439,0.13925604398904756,-1224652.5807046576,0.6178682296169534,0.7,,,,,0.2
ensemble_scale,C,1052487.0250074954,1383891.6102687663,0.3846417913298599,-863718.487740585,0.7285745798010799,0.725,,,,,0.2
ensemble_scale,D,1199166.4508780823,1489666.6528023926,0.207925700639352,-1153933.3400263013,0.6399349521032732,0.725,,,,,0.2
ensemble_scale,C,1012039.2817531992,1338619.0231515125,0.42424485127749256,-783772.3084040219,0.7536978411735309,0.75,,,,,0.2
ensemble_scale,D,1139656.1371999998,1428183.8824138031,0.2719587523618271,-1083214.099347945,0.662001674589593,0.75,,,,,0.2
ensemble_scale,C,977111.4843173674,1298637.4415987292,0.45812428794901805,-703826.1290674587,0.778821102545982,0.775,,,,,0.2
ensemble_scale,D,1082106.6598416436,1368686.1450144483,0.3313551991564725,-1012494.8586695888,0.6840683970759127,0.775,,,,,0.2
ensemble_scale,C,949300.5448811699,1264448.8663877354,0.4862801013444361,-623879.9497308956,0.8039443639184329,0.8,,,,,0.2
ensemble_scale,D,1026419.277747945,1311443.6401063246,0.38611504102328875,-941775.6179912325,0.7061351195622326,0.8,,,,,0.2
ensemble_scale,C,927293.3682828153,1236533.898485811,0.5087122914637472,-543933.7703943328,0.8290676252908838,0.825,,,,,0.2
ensemble_scale,D,972798.2173156163,1256764.5661972698,0.4362382779622753,-871056.3773128767,0.7282018420485522,0.825,,,,,0.2
ensemble_scale,C,910393.1848541131,1215324.9128969416,0.5254208583069508,-463987.59105776955,0.8541908866633351,0.85,,,,,0.2
ensemble_scale,D,923892.323169315,1204997.935506764,0.48172490997343276,-800337.1366345205,0.750268564534872,0.85,,,,,0.2
ensemble_scale,C,901084.0968007314,1201177.1814014588,0.5364058018740475,-384041.41172120644,0.8793141480357861,0.875,,,,,0.2
ensemble_scale,D,878791.3363904109,1156534.8980272857,0.5225749370567607,-729617.8959561642,0.7723352870211918,0.875,,,,,0.2
ensemble_scale,C,896121.7138369286,1194341.6654120795,0.5416671221650369,-304095.2323846433,0.9044374094082372,0.9,,,,,0.2
ensemble_scale,D,837424.9371857533,1111807.5427821456,0.5587883592122593,-658898.6552778081,0.7944020095075116,0.9,,,,,0.2
ensemble_scale,C,896396.9495625229,1194943.8571611634,0.5412048191799189,-224149.05304808018,0.9295606707806882,0.925,,,,,0.2
ensemble_scale,D,799001.3497536986,1071283.8793113753,0.5903651764399286,-588179.4145994518,0.8164687319938314,0.925,,,,,0.2
ensemble_scale,C,900902.3361853746,1202972.5870539404,0.5350188929186939,-144202.87371151734,0.9546839321531392,0.95,,,,,0.2
ensemble_scale,D,765189.3498399999,1035457.5722889153,0.6173053887397684,-517460.17392109585,0.8385354544801511,0.95,,,,,0.2
ensemble_scale,C,909606.293998903,1218281.0365623587,0.5231093433813615,-64256.69437495416,0.9798071935255902,0.975,,,,,0.2
ensemble_scale,D,737195.7354082193,1004831.1868176402,0.6396089961117787,-446740.93324273964,0.8606021769664708,0.975,,,,,0.2
ensemble_scale,C,922890.852310786,1240599.749435656,0.505476170567922,15689.484961608945,1.0049304548980413,1.0,,,,,0.2
ensemble_scale,D,715825.8428438356,979892.4124847117,0.6572759985559598,-376021.69256438344,0.8826688994527907,1.0,,,,,0.2
ensemble_scale,C,940319.9910616088,1269559.0604459178,0.4821193744783754,95635.6642981717,1.030053716270492,1.025,,,,,0.2
ensemble_scale,D,699158.2169624658,961084.107735498,0.6703063960723112,-305302.45188602747,0.9047356219391104,1.025,,,,,0.2
ensemble_scale,C,962185.5574676419,1304716.8631657152,0.4530389551127213,175581.84363473524,1.0551769776429434,1.05,,,,,0.2
ensemble_scale,D,687014.2353835616,948770.9314113897,0.6787001886608335,-234583.21120767095,0.9268023444254304,1.05,,,,,0.2
ensemble_scale,C,1106265.172222852,1442693.814060245,0.33123708104446514,-973008.8059932361,0.6942298587184057,0.7,,,,,0.3
ensemble_scale,D,1255744.9630452057,1547270.7608680483,0.14548366850862626,-1222409.3585049317,0.6185681885147255,0.7,,,,,0.3
ensemble_scale,C,1057368.586499223,1390404.6507331154,0.3788360128890492,-894110.6316179619,0.719023782244063,0.725,,,,,0.3
ensemble_scale,D,1194870.2880373287,1483621.6151756542,0.21434110087420988,-1151610.002748014,0.6406599095331086,0.725,,,,,0.3
ensemble_scale,C,1014606.7068596893,1342515.7443109488,0.4208879248773424,-815212.4572426875,0.7438177057697204,0.75,,,,,0.3
ensemble_scale,D,1135240.944810274,1421694.8250457735,0.2785595393846444,-1080810.6469910962,0.6627516305514918,0.75,,,,,0.3
ensemble_scale,C,976163.378464031,1299513.6528544857,0.4573928170093443,-736314.2828674134,0.7686116292953777,0.775,,,,,0.3
ensemble_scale,D,1076664.13169637,1361725.391947193,0.33813898403993015,-1010011.2912341781,0.6848433515698747,0.775,,,,,0.3
ensemble_scale,C,944021.6243093236,1261898.0638219398,0.488350689285055,-657416.1084921389,0.7934055528210352,0.8,,,,,0.3
ensemble_scale,D,1020727.7482772602,1303983.3969617211,0.3930794348400666,-939211.9354772604,0.7069350725882578,0.8,,,,,0.3
ensemble_scale,C,919144.1401377057,1230163.1974213163,0.5137615417044743,-578517.934116865,0.8181994763466924,0.825,,,,,0.3
ensemble_scale,D,967470.1715682879,1248777.8605485489,0.443380891785054,-868412.5797203428,0.7290267936066409,0.825,,,,,0.3
ensemble_scale,C,898675.6984019196,1204773.854460677,0.5336253742676025,-499619.7597415907,0.8429933998723498,0.85,,,,,0.3
ensemble_scale,D,918241.4179760275,1196459.936398574,0.4890433548748926,-797613.2239634249,0.7511185146250239,0.85,,,,,0.3
ensemble_scale,C,884392.9057260054,1186137.5838342533,0.5479421869744395,-420721.58536631643,0.867787323398007,0.875,,,,,0.3
ensemble_scale,D,873603.22412637,1147424.6828371077,0.5300668241095821,-726813.8682065071,0.773210235643407,0.875,,,,,0.3
ensemble_scale,C,877779.1512868374,1174575.870034034,0.5567119798249853,-341823.41099104215,0.8925812469236644,0.9,,,,,0.3
ensemble_scale,D,831683.8617345205,1102110.3461664272,0.5664512994891229,-656014.5124495892,0.7953019566617902,0.9,,,,,0.3
ensemble_scale,C,874997.4469792962,1170298.4065776467,0.55993475281924,-262925.2366157678,0.9173751704493217,0.925,,,,,0.3
ensemble_scale,D,793316.6158982876,1060993.7871809693,0.5981967810135143,-585215.1566926712,0.8173936776801731,0.925,,,,,0.3
ensemble_scale,C,877133.1400002742,1173384.8583052682,0.5576105059572034,-184027.06224049395,0.9421690939749792,0.95,,,,,0.3
ensemble_scale,D,759270.1273456166,1024580.5027973343,0.6253032686827567,-514415.80093575374,0.8394853986985562,0.95,,,,,0.3
ensemble_scale,C,883030.1895978518,1183777.6270279372,0.5497392392388756,-105128.88786521963,0.9669630175006365,0.975,,,,,0.3
ensemble_scale,D,730114.214816096,993387.8325984009,0.6477707624968503,-443616.4451788358,0.8615771197169392,0.975,,,,,0.3
ensemble_scale,C,894107.0730329067,1201287.0989458088,0.5363209526642565,-26230.713489945345,0.9917569410262939,1.0,,,,,0.3
ensemble_scale,D,706390.1910767123,967920.6342272838,0.6655992624557949,-372817.089421918,0.8836688407353223,1.0,,,,,0.3
ensemble_scale,C,909465.6087884369,1225608.296816444,0.5173556462333463,52667.46088532861,1.0165508645519512,1.025,,,,,0.3
ensemble_scale,D,689453.9513340412,948640.1379541317,0.6787887685595904,-302017.7336650004,0.9057605617537052,1.025,,,,,0.3
ensemble_scale,C,928387.8887790676,1256345.684772665,0.4928433199461447,131565.63526060322,1.0413447880776086,1.05,,,,,0.3
ensemble_scale,D,678373.0929582191,935928.767310103,0.687339280808237,-231218.3779080822,0.9278522827720884,1.05,,,,,0.3
ensemble_scale,C,1116463.6157539308,1453392.9213475336,0.3212811254160368,-1002352.9449093237,0.6850083990081826,0.7,,,,,0.4
ensemble_scale,D,1251917.1382624658,1542016.0938905529,0.15127783758121316,-1220166.1363052055,0.6192681474124977,0.7,,,,,0.4
ensemble_scale,C,1065341.319823309,1399129.632686387,0.3710157728096467,-924502.7754953383,0.7094729846870463,0.725,,,,,0.4
ensemble_scale,D,1190621.5851886303,1477992.602934513,0.22029153168187388,-1149286.665469726,0.6413848669629441,0.725,,,,,0.4
ensemble_scale,C,1018660.7403062157,1348890.4800536933,0.41537521313268233,-846652.6060813528,0.73393757036591,0.75,,,,,0.4
ensemble_scale,D,1130825.752420548,1415668.4691847356,0.28466273724637436,-1078407.1946342466,0.6635015865133903,0.75,,,,,0.4
ensemble_scale,C,978458.3815249542,1303140.966349432,0.4543594463851438,-768802.4366673675,0.7584021560447736,0.775,,,,,0.4
ensemble_scale,D,1071626.0707226025,1355278.1540191756,0.3443914542747153,-1007527.7237987672,0.6856183060638369,0.775,,,,,0.4
ensemble_scale,C,942194.9273820841,1262369.31286256,0.48796847256703113,-690952.2672533819,0.7828667417236373,0.8,,,,,0.4
ensemble_scale,D,1015887.5141446574,1297091.791155295,0.3994776827668961,-936648.2529632875,0.7077350256142831,0.8,,,,,0.4
ensemble_scale,C,913313.7903335467,1227071.8148569637,0.5162022916783443,-613102.0978393969,0.8073313274025008,0.825,,,,,0.4
ensemble_scale,D,962927.6049697261,1241419.3225523503,0.4499214227229167,-865768.7821278084,0.7298517451647294,0.825,,,,,0.4
ensemble_scale,C,890403.440659415,1197732.544625863,0.5390609037190834,-535251.9284254115,0.8317959130813648,0.85,,,,,0.4
ensemble_scale,D,913105.1549219178,1188614.0390948092,0.4957226741427777,-794889.3112923289,0.7519684647151759,0.85,,,,,0.4
ensemble_scale,C,871898.7090041133,1174797.9873049823,0.5565443086892485,-457401.759011426,0.8562604987602283,0.875,,,,,0.4
ensemble_scale,D,868459.774959589,1139074.761928853,0.5368814370264788,-724009.8404568494,0.7740851842656222,0.875,,,,,0.4
ensemble_scale,C,860580.3948749544,1158648.5344469396,0.5686525065888393,-379551.5895974405,0.8807250844390921,0.9,,,,,0.4
ensemble_scale,D,826975.9495983562,1093245.5682033775,0.5733977113740201,-653130.36962137,0.7962019038160685,0.9,,,,,0.4
ensemble_scale,C,855601.7749483547,1149570.1782216495,0.575385497417856,-301701.42018345505,0.9051896701179556,0.925,,,,,0.4
ensemble_scale,D,788164.0350998631,1051611.6257119046,0.6052714971854012,-582250.8987858904,0.818318623366515,0.925,,,,,0.4
ensemble_scale,C,854286.3875021939,1147730.7244373048,0.5767432811762987,-223851.25076946997,0.9296542557968193,0.95,,,,,0.4
ensemble_scale,D,754149.1024654795,1014689.4747022858,0.6325027944606224,-511371.42795041116,0.8404353429169611,0.95,,,,,0.4
ensemble_scale,C,858723.3048249542,1153164.8146984526,0.5727258578641673,-146001.08135548458,0.9541188414756829,0.975,,,,,0.4
ensemble_scale,D,724101.743179589,983010.187441525,0.6550916031996838,-440491.95711493166,0.8625520624674076,0.975,,,,,0.4
ensemble_scale,C,866254.5263400365,1165770.7393737258,0.5633332274814618,-68150.91194149911,0.9785834271545466,1.0,,,,,0.4
ensemble_scale,D,698465.9213698631,957094.5130754329,0.6730379234025853,-369612.4862794521,0.8846687820178538,1.0,,,,,0.4
ensemble_scale,C,879566.369800457,1185319.7022667434,0.5485653900281822,9699.257472485957,1.0030480128334103,1.025,,,,,0.4
ensemble_scale,D,680624.4480379452,937420.5913609078,0.6863417550693267,-298733.01544397295,0.9067855015683002,1.025,,,,,0.4
ensemble_scale,C,896748.0253336381,1211475.6412176806,0.5284223455043282,87549.42688647182,1.027512598512274,1.05,,,,,0.4
ensemble_scale,D,670279.0343547945,924387.0418059871,0.6950030981999085,-227853.54460849304,0.9289022211187467,1.05,,,,,0.4
ensemble_scale,C,1128863.6269223036,1466008.5716993143,0.30944724122083567,-1031697.0838254115,0.6757869392979595,0.7,,,,,0.5
ensemble_scale,D,1248539.2917986305,1537138.5253613745,0.15663855120680814,-1217922.9141054796,0.6199681063102699,0.7,,,,,0.5
ensemble_scale,C,1075503.8469540677,1410025.495448534,0.36118107109165176,-954894.9193727148,0.6999221871300295,0.725,,,,,0.5
ensemble_scale,D,1186587.3567208904,1472784.3862594573,0.22577699306234356,-1146963.3281914385,0.6421098243927796,0.725,,,,,0.5
ensemble_scale,C,1026580.4443121571,1357708.3263769196,0.40770671604351216,-878092.7549200184,0.7240574349620996,0.75,,,,,0.5
ensemble_scale,D,1126690.6293184932,1410110.7471515576,0.2902683459470169,-1076003.7422773973,0.6642515424752891,0.75,,,,,0.5
ensemble_scale,C,982303.3785303929,1309496.520572263,0.4490241760764163,-801290.5904673216,0.7481926827941695,0.775,,,,,0.5
ensemble_scale,D,1067394.3469126713,1349351.7920165127,0.3501126098608278,-1005044.1563633562,0.6863932605577989,0.775,,,,,0.5
ensemble_scale,C,943794.3330274223,1265859.238402052,0.4851334511903648,-724488.4260146251,0.7723279306262395,0.8,,,,,0.5
ensemble_scale,D,1011362.3020109588,1290777.9307716708,0.4053097848037768,-934084.570449315,0.7085349786403086,0.8,,,,,0.5
ensemble_scale,C,910452.2053183274,1227284.531673115,0.5160345413853571,-647686.2615619288,0.7964631784583094,0.825,,,,,0.5
ensemble_scale,D,958619.7550859592,1234700.1834775074,0.4558598707758633,-863124.9845352741,0.7306766967228181,0.825,,,,,0.5
ensemble_scale,C,884570.5820836381,1194263.0648645565,0.5417274466613937,-570884.0971092323,0.8205984262903796,0.85,,,,,0.5
ensemble_scale,D,908579.1884116438,1181474.0319426223,0.501762867777088,-792165.3986212328,0.7528184148053277,0.85,,,,,0.5
ensemble_scale,C,863286.0788448355,1167266.2295700088,0.5622121670184742,-494081.9326565356,0.8447336741224495,0.875,,,,,0.5
ensemble_scale,D,863856.5871729453,1131501.9672069927,0.5430187758074506,-721205.8127071918,0.7749601328878375,0.875,,,,,0.5
ensemble_scale,C,847761.5672824496,1146719.6124026128,0.5774887024565989,-417279.76820383896,0.8688689219545195,0.9,,,,,0.5
ensemble_scale,D,822564.2776972603,1085233.6080287066,0.5796275948669509,-650246.2267931507,0.797101850970347,0.9,,,,,0.5
ensemble_scale,C,838233.4507639398,1132974.1940672463,0.5875570529757674,-340477.60375114245,0.8930041697865894,0.925,,,,,0.5
ensemble_scale,D,784095.8041681506,1043161.8928813911,0.6115893249555893,-579286.6408791095,0.8192435690528567,0.925,,,,,0.5
ensemble_scale,C,833740.498834095,1126279.0131912993,0.5924172185759803,-263675.4392984463,0.9171394176186592,0.95,,,,,0.5
ensemble_scale,D,749685.9133404111,1005813.5781982373,0.6389039660733652,-508327.05496506864,0.8413852871353662,0.95,,,,,0.5
ensemble_scale,C,835069.1014074497,1126759.7538372239,0.5920691992572371,-186873.27484574963,0.9412746654507295,0.975,,,,,0.5
ensemble_scale,D,718672.4245113013,973732.3256312117,0.6615715182202792,-437367.46905102744,0.8635270052178758,0.975,,,,,0.5
ensemble_scale,C,841021.5723857405,1134407.2929767286,0.586512995019538,-110071.11039305302,0.9654099132827995,1.0,,,,,0.5
ensemble_scale,D,692025.5177397261,947453.3225618909,0.6795919813963309,-366407.88313698635,0.8856687233003857,1.0,,,,,0.5
ensemble_scale,C,850634.5865738116,1149078.546501313,0.575748605862883,-33268.945940356774,0.9895451611148692,1.025,,,,,0.5
ensemble_scale,D,673223.8975606166,927469.9043371367,0.6929653556015205,-295448.2972229455,0.9078104413828951,1.025,,,,,0.5
ensemble_scale,C,866189.6181540219,1170509.4369032937,0.559776031787272,43533.21851234016,1.0136804089469393,1.05,,,,,0.5
ensemble_scale,D,663201.1036924658,914195.0103954189,0.7016916408358482,-224488.71130890402,0.929952159465405,1.05,,,,,0.5
ensemble_scale,C,1144312.6962025594,1480491.7718602607,0.29573542845886114,-1061041.2227414993,0.6665654795877366,0.7,,,,,0.6
ensemble_scale,D,1245394.075461918,1532641.655585277,0.1615658093854112,-1215679.6919057537,0.620668065208042,0.7,,,,,0.6
ensemble_scale,C,1088405.620136746,1423042.3742958226,0.34933190773506484,-985287.0632500914,0.6903713895730127,0.725,,,,,0.6
ensemble_scale,D,1183202.7194545206,1468001.4438882358,0.23079748501561903,-1144639.9909131508,0.642834781822615,0.725,,,,,0.6
ensemble_scale,C,1037277.0069817185,1368922.0725534311,0.39788243360983166,-909532.9037586836,0.714177299558289,0.75,,,,,0.6
ensemble_scale,D,1122823.8343013697,1405027.2201375132,0.2953763654865713,-1073600.289920548,0.6650014984371878,0.75,,,,,0.6
ensemble_scale,C,990134.1615654478,1318540.86458987,0.44138700608316206,-833778.744267276,0.7379832095435654,0.775,,,,,0.6
ensemble_scale,D,1063826.5383145204,1343953.1965970343,0.35530245079826794,-1002560.5889279452,0.687168215051761,0.775,,,,,0.6
ensemble_scale,C,948039.1206457037,1272343.0007862481,0.4798456251550558,-758024.5847758682,0.7617891195288418,0.8,,,,,0.6
ensemble_scale,D,1007027.6212745206,1285050.331779289,0.4105757409507088,-931520.8879353424,0.7093349316663338,0.8,,,,,0.6
ensemble_scale,C,911707.9988734919,1230799.6347468742,0.5132582908255128,-682270.4252844609,0.7855950295141179,0.825,,,,,0.6
ensemble_scale,D,954580.2759660275,1228630.933606741,0.4611962359438939,-860481.1869427399,0.7315016482809068,0.825,,,,,0.6
ensemble_scale,C,882028.514884095,1194396.5419086139,0.5416250030945331,-606516.2657930531,0.8094009394993943,0.85,,,,,0.6
ensemble_scale,D,904770.6088065753,1175052.7826745987,0.5071639357778235,-789441.4859501371,0.7536683648954796,0.85,,,,,0.6
ensemble_scale,C,857672.8576910421,1163616.2541578743,0.5649457619621168,-530762.1063016454,0.8332068494846706,0.875,,,,,0.6
ensemble_scale,D,859933.2067342466,1124721.9960389766,0.5484788404524974,-718401.7849575343,0.7758350815100526,0.875,,,,,0.6
ensemble_scale,C,838334.1416182815,1138914.7482338096,0.5832205674282638,-455007.9468102375,0.857012759469947,0.9,,,,,0.6
ensemble_scale,D,818203.1545534245,1078093.479213708,0.5851409499679157,-647362.0839649314,0.7980017981246255,0.9,,,,,0.6
ensemble_scale,C,825110.2320010968,1120694.0482288164,0.5964494194929741,-379253.78731882985,0.8808186694552232,0.925,,,,,0.6
ensemble_scale,D,780539.5418134247,1035667.4112469561,0.6171502643240783,-576322.3829723287,0.8201685147391985,0.925,,,,,0.6
ensemble_scale,C,816795.9341305302,1109273.557294789,0.6046323181562477,-303499.6278274225,0.9046245794404995,0.95,,,,,0.6
ensemble_scale,D,746004.652721096,997979.8989766585,0.644506783520985,-505282.6819797261,0.8423352313537714,0.95,,,,,0.6
ensemble_scale,C,814105.1655243145,1104864.1677954397,0.6077692634180849,-227745.46833601475,0.9284304894257758,0.975,,,,,0.6
ensemble_scale,D,714104.170179726,965585.9495925708,0.6672105075586363,-434242.98098712345,0.8645019479683445,0.975,,,,,0.6
ensemble_scale,C,816915.7729469836,1107549.6209335795,0.6058602552784851,-151991.30884460697,0.9522363994110521,1.0,,,,,0.6
ensemble_scale,D,687153.3354356164,939033.5609478225,0.6852614364370319,-363203.2799945206,0.8866686645829173,1.0,,,,,0.6
ensemble_scale,C,824021.4127718464,1117278.7591146862,0.5989052937374488,-76237.14935319954,0.9760423093963283,1.025,,,,,0.6
ensemble_scale,D,667629.3590901371,918829.3020843127,0.6986595701561717,-292163.5790019181,0.9088353811974901,1.025,,,,,0.6
ensemble_scale,C,836936.6719458866,1133870.282481432,0.5869043787949759,-482.98986179148693,0.9998482193816048,1.05,,,,,0.6
ensemble_scale,D,657392.4729890412,905398.2545807,0.707404908716056,-221123.87800931497,0.931002097812063,1.05,,,,,0.6
ensemble_scale,C,1161819.7012385742,1496788.310541384,0.28014568713011345,-1090385.361657587,0.6573440198775135,0.7,,,,,0.7
ensemble_scale,D,1242540.2277120547,1528528.8445667583,0.16605961211702236,-1213436.4697060275,0.6213680241058142,0.7,,,,,0.7
ensemble_scale,C,1103598.3603334096,1438122.6765269265,0.3354682827398856,-1015679.2071274682,0.6808205920159961,0.725,,,,,0.7
ensemble_scale,D,1180257.5741781509,1463647.944990199,0.23535300754170052,-1142316.653634863,0.6435597392524504,0.725,,,,,0.7
ensemble_scale,C,1050753.187178702,1382473.4177595521,0.3859023658316414,-940973.0525973492,0.7042971641544788,0.75,,,,,0.7
ensemble_scale,D,1119370.9444390412,1400423.0521270789,0.2999867958650383,-1071196.8375636986,0.6657514543990868,0.75,,,,,0.7
ensemble_scale,C,1001258.0049838665,1330219.155171714,0.4314479364053809,-866266.8980672301,0.7277737362929614,0.775,,,,,0.7
ensemble_scale,D,1060313.2216374658,1339088.750918796,0.35996097708703545,-1000077.0214925341,0.687943169545723,0.775,,,,,0.7
ensemble_scale,C,955961.7804292503,1281775.1685310828,0.4721049944611042,-791560.7435371114,0.7512503084314441,0.8,,,,,0.7
ensemble_scale,D,1003013.5647704108,1279916.8647217082,0.41527555120769233,-928957.2054213696,0.7101348846923592,0.8,,,,,0.7
ensemble_scale,C,916277.8803398081,1237588.9852625504,0.507873539998811,-716854.5890069928,0.7747268805699266,0.825,,,,,0.7
ensemble_scale,D,950782.308567603,1223221.2466329553,0.46593051822700826,-857837.3893502058,0.7323265998389954,0.825,,,,,0.7
ensemble_scale,C,883444.7465668191,1198131.771603882,0.5387535730185018,-642148.434476874,0.7982034527084091,0.85,,,,,0.7
ensemble_scale,D,901575.2086138357,1169362.1319689474,0.511925878144984,-786717.5732790411,0.7545183149856316,0.85,,,,,0.7
ensemble_scale,C,855822.8042269195,1163884.5817834735,0.5647450935201761,-567442.279946755,0.8216800248468918,0.875,,,,,0.7
ensemble_scale,D,856320.5086010274,1118749.2627953282,0.5532616309616193,-715597.7572078768,0.7767100301322678,0.875,,,,,0.7
ensemble_scale,C,833235.8964645339,1135318.998873484,0.5858481015038342,-492736.1254166361,0.8451565969853746,0.9,,,,,0.7
ensemble_scale,D,814704.5226753424,1071842.6051341053,0.589937776676914,-644477.9411367123,0.798901745278904,0.9,,,,,0.7
ensemble_scale,C,815374.5664744516,1112872.6210110728,0.602062596969476,-418029.97088651714,0.8686331691238571,0.925,,,,,0.7
ensemble_scale,D,777064.3160762328,1029149.050045565,0.6219543152908683,-573358.1250655478,0.8210934604255402,0.925,,,,,0.7
ensemble_scale,C,803284.9888454296,1096921.1657599579,0.6133885799171013,-343323.8163563987,0.8921097412623396,0.95,,,,,0.7
ensemble_scale,D,742509.7301173974,991213.147659049,0.6493112468034821,-502238.30899438367,0.8432851755721765,0.95,,,,,0.7
ensemble_scale,C,797406.2462532449,1087750.4075345045,0.6198260503467105,-268617.6618262798,0.9155863134008223,0.975,,,,,0.7
ensemble_scale,D,710420.4907128083,958599.9065449976,0.6720085712147552,-431118.4929232192,0.8654768907188127,0.975,,,,,0.7
ensemble_scale,C,796103.3818117002,1085532.2133377441,0.6213750082583033,-193911.5072961609,0.9390628855393048,1.0,,,,,0.7
ensemble_scale,D,684028.269191781,931868.336954016,0.6900462885246881,-359998.67685205484,0.8876686058654488,1.0,,,,,0.7
ensemble_scale,C,800281.9244240859,1090309.018214363,0.61803545365188,-119205.35276604227,0.9625394576777876,1.025,,,,,0.7
ensemble_scale,D,664195.464416096,911536.0409003347,0.7034243987332802,-288878.8607808907,0.9098603210120851,1.025,,,,,0.7
ensemble_scale,C,809833.6507812614,1101989.8620714985,0.60980738652744,-44499.198235923046,0.9860160298162703,1.05,,,,,0.7
ensemble_scale,D,653857.1072160273,898037.7776889551,0.7121429018405321,-217759.04470972595,0.9320520361587215,1.05,,,,,0.7
ensemble_scale,C,1180626.951173309,1514839.6655679608,0.2626780172345923,-1119729.5005736747,0.6481225601672903,0.7,,,,,0.8
ensemble_scale,D,1239862.9234482194,1524803.200043328,0.17011995940164149,-1211193.2475063016,0.6220679830035863,0.7,,,,,0.8
ensemble_scale,C,1121481.1945165447,1455202.2536105833,0.31959019610611406,-1046071.3510048446,0.6712697944589793,0.725,,,,,0.8
ensemble_scale,D,1177387.5613343837,1459727.7318931462,0.2394435606405878,-1139993.3163565753,0.6442846966822858,0.725,,,,,0.8
ensemble_scale,C,1066168.2404341865,1398294.4002521804,0.3717665127089409,-972413.2014360147,0.6944170287506682,0.75,,,,,0.8
ensemble_scale,D,1116725.7382863013,1396302.9850419464,0.3040996370824176,-1068793.3852068493,0.6665014103609853,0.75,,,,,0.8
ensemble_scale,C,1015869.1615677332,1344462.757002924,0.4192069670430729,-898755.0518671845,0.7175642630423572,0.775,,,,,0.8
ensemble_scale,D,1057053.0453067124,1334764.2949973599,0.36408818872713067,-997593.4540571233,0.6887181240396849,0.775,,,,,0.8
ensemble_scale,C,968115.6077681901,1294091.2736307348,0.4619115591085101,-825096.9022983545,0.7407114973340463,0.8,,,,,0.8
ensemble_scale,D,999855.0149139725,1275384.7038231855,0.419409215574727,-926393.522907397,0.7109348377183845,0.8,,,,,0.8
ensemble_scale,C,924807.3217470751,1247599.1296624679,0.49988028890525216,-751438.7527295249,0.7638587316257351,0.825,,,,,0.8
ensemble_scale,D,947250.6461636988,1218479.907374807,0.4700627176252067,-855193.5917576713,0.733151551397084,0.825,,,,,0.8
ensemble_scale,C,888592.1271504571,1205435.2726338694,0.5331131564332996,-677780.6031606947,0.7870059659174239,0.85,,,,,0.8
ensemble_scale,D,898683.9412265753,1164412.7914917835,0.5160486948785699,-783993.6606079453,0.7553682650757834,0.85,,,,,0.8
ensemble_scale,C,858259.9138752285,1168068.5121230045,0.5616101616926523,-604122.4535918648,0.810153200209113,0.875,,,,,0.8
ensemble_scale,D,853126.1679856164,1113596.7563201971,0.5573671473348163,-712793.7294582193,0.7775849787544832,0.875,,,,,0.8
ensemble_scale,C,832144.8656932359,1135972.3349820732,0.58537130468331,-530464.3040230348,0.8333004345008018,0.9,,,,,0.8
ensemble_scale,D,811549.9018953423,1066496.6220141759,0.5940180749939463,-641593.798308493,0.7998016924331824,0.9,,,,,0.8
ensemble_scale,C,810989.3937788848,1109604.2028597458,0.6043965854052729,-456806.15445420466,0.8564476687924908,0.925,,,,,0.8
ensemble_scale,D,773897.2908368492,1023625.4570066332,0.6260014778559595,-570393.867158767,0.822018406111882,0.925,,,,,0.8
ensemble_scale,C,794710.2174985374,1089380.1322272294,0.6186860038585409,-383148.004885375,0.8795949030841796,0.95,,,,,0.8
ensemble_scale,D,739170.8449312331,985535.3012855687,0.653317355920856,-499193.93600904127,0.8442351197905814,0.95,,,,,0.8
